,CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Impact,Urgency,Priority,number_cnt,Category,KB_number,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,has_related_incidents,has_related_changes,Department
21810,SAN000178,storage,SAN,WBS000128,IM0022047,4,4,4,0.298904926,incident,KM0000036,0.0,2013-12-16 14:45:00,2013-12-20 14:42:00,2013-12-20 14:45:00,1022638889,Software,1.0,SD0065241,0.0,0.0,0,0,4
21811,SBA000607,application,Server Based Application,WBS000263,IM0022048,4,4,4,0.49567077,incident,KM0001106,1.0,2013-12-16 14:46:00,2013-12-17 15:28:00,2013-12-17 15:28:00,1119388889,Other,1.0,SD0065245,0.0,0.0,0,0,0
21812,SAP000004,application,SAP,WBS000271,IM0022049,5,5,5,0.521552071,request for information,KM0001269,3.0,2013-12-16 14:49:00,2014-02-03 15:34:00,2014-02-03 15:34:00,3367505556,Other,1.0,SD0065250,0.0,0.0,0,0,0
21813,SBA000263,application,Server Based Application,WBS000072,IM0022050,5,5,5,0.328046707,request for information,KM0001114,2.0,2013-12-16 14:52:00,2013-12-18 07:30:00,2013-12-18 07:30:00,13625,Other,1.0,SD0065252,0.0,0.0,0,0,0
21814,SBA000263,application,Server Based Application,WBS000072,IM0022051,5,5,5,0.026267914,request for information,KM0001114,0.0,2013-12-16 15:04:00,2013-12-24 15:33:00,2013-12-24 15:34:00,54166667,Other,1.0,SD0065257,0.0,0.0,0,0,0
21815,DTA000011,application,Desktop Application,WBS000089,IM0022052,4,4,4,0.28909262,incident,KM0000092,3.0,2013-12-16 15:06:00,2013-12-31 12:14:00,2013-12-31 12:14:00,4222638889,Unknown,1.0,SD0065258,0.0,0.0,0,0,0
21816,SUB000479,subapplication,Web Based Application,WBS000015,IM0022053,4,4,4,0.398493089,incident,KM0000453,2.0,2013-12-16 15:09:00,2013-12-17 13:37:00,2013-12-17 13:38:00,8972222222,Other,1.0,SD0065251,0.0,0.0,0,0,0
21817,MON00007,displaydevice,Monitor,WBS000091,IM0022054,4,4,4,0.909507148,incident,KM0000316,0.0,2013-12-16 15:09:00,2014-01-03 12:49:00,2014-01-03 12:49:00,1131627778,Hardware,1.0,SD0065255,0.0,0.0,0,0,1
21818,SBA000029,application,Server Based Application,WBS000069,IM0022055,5,5,5,0.260452444,request for information,KM0001119,0.0,2013-12-16 15:13:00,2013-12-16 15:14:00,2013-12-16 15:14:00,21666667,Other,1.0,SD0065262,0.0,0.0,0,0,0
21819,SBA000263,application,Server Based Application,WBS000072,IM0022056,5,5,5,0.152355749,request for information,KM0001113,3.0,2013-12-16 15:16:00,2013-12-17 13:01:00,2013-12-17 13:01:00,8234444444,Other,1.0,SD0065263,0.0,0.0,0,0,0
21820,WBA000133,application,Web Based Application,WBS000073,IM0022057,4,4,4,0.304372217,incident,KM0001244,3.0,2013-12-16 15:25:00,2013-12-19 10:01:00,2013-12-19 10:01:00,1567638889,No error - works as designed,1.0,SD0065268,0.0,0.0,0,0,0
21821,SUB000456,subapplication,Web Based Application,WBS000073,IM0022058,4,4,4,0.170173596,incident,KM0000751,0.0,2013-12-16 15:28:00,2013-12-16 15:47:00,2013-12-16 15:47:00,321666667,Other,1.0,SD0065265,0.0,0.0,0,0,0
21822,SBA000689,application,Server Based Application,WBS000228,IM0022059,5,5,5,0.324160545,request for information,KM0000656,0.0,2013-12-16 15:29:00,2013-12-16 15:42:00,2013-12-16 15:42:00,2175,No error - works as designed,1.0,SD0065270,0.0,1.0,0,1,0
21823,DTA000616,application,Desktop Application,WBS000092,IM0022060,3,3,3,0.511288617,incident,KM0001625,2.0,2013-12-16 15:30:00,2013-12-20 13:47:00,2013-12-20 13:51:00,4033722222,Software,1.0,SD0065271,0.0,0.0,0,0,0
21824,CBD000897,computer,Banking Device,WBS000146,IM0022061,3,3,3,0.034185886,incident,KM0000274,0.0,2013-12-16 15:41:00,2013-10-10 12:53:00,2013-12-17 11:38:00,6450277778,Other,1.0,SD0065274,0.0,0.0,0,0,2
21825,WBA000043,application,Web Based Application,WBS000044,IM0022062,5,5,5,0.355538287,incident,KM0000285,0.0,2013-12-16 15:45:00,2013-12-17 10:16:00,2013-12-17 10:18:00,5042222222,No error - works as designed,1.0,SD0065273,0.0,0.0,0,0,0
21826,SUB000427,subapplication,Web Based Application,WBS000073,IM0022063,4,4,4,0.722264398,incident,KM0001729,2.0,2013-12-16 16:02:00,2013-12-17 12:07:00,2013-12-17 12:09:00,6616666667,Software,1.0,SD0065277,0.0,0.0,0,0,0
21827,SUB000424,subapplication,Web Based Application,WBS000073,IM0022064,5,5,5,0.208748973,incident,KM0000703,0.0,2013-12-16 16:13:00,2013-12-17 15:31:00,2013-12-17 15:32:00,2792222222,Other,1.0,SD0065280,0.0,0.0,0,0,0
21828,SBA000665,application,Server Based Application,WBS000122,IM0022065,5,5,5,0.973257299,incident,KM0000602,3.0,2013-12-16 16:17:00,2013-12-19 10:56:00,2013-12-19 10:56:00,2616388889,Software,1.0,SD0065281,0.0,1.0,0,1,0
21829,WSR001931,computer,Windows Server,WBS000102,IM0022066,4,4,4,0.752527756,incident,KM0000970,0.0,2013-12-16 17:23:00,2013-12-17 10:48:00,2013-12-17 10:48:00,3916666667,Unknown,1.0,SD0065291,0.0,0.0,0,0,7
21830,WBA000058,application,Web Based Application,WBS000073,IM0022067,4,4,4,0.195107594,incident,KM0001241,4.0,2013-12-16 17:37:00,2014-01-02 10:17:00,2014-01-02 10:17:00,5629027778,Unknown,1.0,SD0065292,0.0,0.0,0,0,0
21831,LAP000013,computer,Laptop,WBS000091,IM0022068,5,5,5,0.128438447,incident,KM0001444,3.0,2013-12-16 17:43:00,2014-01-13 09:53:00,2014-01-13 09:53:00,3194194444,User error,2.0,#MULTIVALUE,0.0,0.0,0,0,1
21832,CNT000037,storage,Controller,WBS000183,IM0022069,3,3,3,0.073280311,incident,KM0001141,0.0,2013-12-17 02:19:00,2013-12-17 14:46:00,2013-12-17 14:46:00,185833333,Hardware,1.0,SD0065516,0.0,0.0,0,0,6
21833,LAP001837,computer,Laptop,WBS000091,IM0022070,5,5,5,0.625021205,incident,KM0000315,0.0,2013-12-17 08:12:00,2013-12-17 14:23:00,2013-12-17 14:24:00,6388889,Hardware,1.0,SD0065521,0.0,0.0,0,0,1
21834,DTA000056,application,Desktop Application,WBS000091,IM0022071,3,3,3,0.057994233,incident,KM0001012,1.0,2013-12-17 08:19:00,2013-12-18 16:22:00,2013-12-18 16:22:00,1855166667,Operator error,1.0,SD0065522,0.0,0.0,0,0,0
21835,DTA000598,application,Desktop Application,WBS000135,IM0022072,4,4,4,0.590958254,incident,KM0001972,0.0,2013-12-17 08:25:00,2013-12-17 14:51:00,2013-12-17 14:51:00,6433055556,Software,1.0,SD0065523,0.0,0.0,0,0,0
21836,DTA000113,application,Desktop Application,WBS000135,IM0022073,3,3,3,0.395240641,incident,KM0000940,0.0,2013-12-17 08:29:00,2013-12-17 08:39:00,2013-12-17 08:39:00,166944444,User manual not used,1.0,SD0065530,0.0,0.0,0,0,0
21837,SBA000263,application,Server Based Application,WBS000072,IM0022074,3,3,3,0.394993337,incident,KM0000645,1.0,2013-12-17 08:36:00,2013-12-17 11:04:00,2013-12-17 11:04:00,2459444444,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
21838,WBA000058,application,Web Based Application,WBS000073,IM0022075,4,4,4,0.631722646,incident,KM0002043,0.0,2013-12-17 08:36:00,2013-12-17 08:44:00,2013-12-17 08:44:00,132222222,Software,1.0,SD0065533,0.0,0.0,0,0,0
21839,SBA000847,application,Server Based Application,WBS000199,IM0022076,3,3,3,0.082356376,incident,KM0000940,0.0,2013-12-17 08:42:00,2013-12-17 08:51:00,2013-12-17 08:51:00,15,User manual not used,1.0,SD0065538,0.0,0.0,0,0,0
21840,CBA000018,application,Client Based Application,WBS000251,IM0022077,4,4,4,0.572260649,incident,KM0000655,1.0,2013-12-17 08:44:00,2013-12-17 10:12:00,2013-12-17 10:12:00,1466944444,Other,1.0,SD0065540,0.0,0.0,0,0,0
21841,DSK000247,computer,Desktop,WBS000091,IM0022078,5,5,5,0.32011314,incident,KM0001446,0.0,2013-12-17 08:46:00,2013-12-19 14:00:00,2013-12-19 14:01:00,2623611111,Hardware,1.0,SD0065531,0.0,0.0,0,0,1
21842,SBA000462,application,Server Based Application,WBS000073,IM0022079,4,4,4,0.224593161,incident,KM0002147,2.0,2013-12-17 08:55:00,2013-12-17 11:35:00,2013-12-17 11:35:00,2668333333,Data,1.0,SD0065546,0.0,0.0,0,0,0
21843,SBA000462,application,Server Based Application,WBS000073,IM0022080,4,4,4,0.35948731,incident,KM0001587,1.0,2013-12-17 08:59:00,2013-12-18 14:55:00,2013-12-18 14:55:00,1622444444,Data,2.0,#MULTIVALUE,0.0,0.0,0,0,0
21844,WBA000133,application,Web Based Application,WBS000073,IM0022081,5,5,5,0.204473521,incident,KM0001592,2.0,2013-12-17 09:02:00,2014-01-17 11:35:00,2014-01-17 11:35:00,1969425,Other,1.0,SD0065547,0.0,0.0,0,0,0
21845,DSK000002,computer,Desktop,WBS000091,IM0022082,5,5,5,0.804257377,incident,KM0001446,0.0,2013-12-17 09:11:00,2013-12-23 10:06:00,2013-12-23 10:06:00,4292305556,Hardware,1.0,SD0065549,0.0,0.0,0,0,1
21846,WBA000082,application,Web Based Application,WBS000055,IM0022083,4,4,4,0.718620546,incident,KM0000401,2.0,2013-12-17 09:19:00,2014-01-15 13:02:00,2014-01-15 13:02:00,275,Software,1.0,SD0065566,0.0,0.0,0,0,0
21847,SBA000607,application,Server Based Application,WBS000263,IM0022084,4,4,4,0.465197123,incident,KM0001106,1.0,2013-12-17 09:23:00,2013-12-17 15:14:00,2013-12-17 15:14:00,5856666667,Other,1.0,SD0065575,0.0,0.0,0,0,0
21848,SUB000456,subapplication,Web Based Application,WBS000073,IM0022085,4,4,4,0.978188582,incident,KM0000741,0.0,2013-12-16 15:48:00,2013-12-16 16:17:00,2013-12-16 16:17:00,490833333,Software,1.0,SD0065297,0.0,0.0,0,0,0
21849,DTA000057,application,Desktop Application,WBS000094,IM0022086,5,5,5,0.911941417,incident,KM0001655,0.0,2013-12-16 15:54:00,2013-12-30 09:15:00,2013-12-30 09:15:00,25555556,Other,1.0,SD0065296,0.0,0.0,0,0,0
21850,SBA000393,application,Server Based Application,WBS000052,IM0022087,5,5,5,0.448119663,incident,KM0000358,0.0,2013-12-16 15:54:00,2013-12-17 10:29:00,2013-12-17 10:29:00,50775,Other,1.0,SD0065300,0.0,0.0,0,0,0
21851,SBA000310,application,Server Based Application,WBS000151,IM0022088,5,5,5,0.953714373,request for information,KM0000305,2.0,2013-12-16 16:00:00,2013-12-17 09:47:00,2013-12-17 09:48:00,4299722222,Software,1.0,SD0065303,0.0,1.0,0,1,0
21852,SUB000113,subapplication,Server Based Application,WBS000095,IM0022089,5,5,5,0.151035739,request for information,KM0000225,0.0,2013-12-16 16:01:00,2013-12-16 16:13:00,2013-12-16 16:14:00,211388889,Data,1.0,SD0065299,0.0,0.0,0,0,0
21853,WBA000133,application,Web Based Application,WBS000073,IM0022090,4,5,4,0.586058964,incident,KM0000711,1.0,2013-12-16 16:04:00,2013-12-17 12:44:00,2013-12-17 12:44:00,7161944444,Software,1.0,SD0065302,0.0,0.0,0,0,0
21854,SUB000456,subapplication,Web Based Application,WBS000073,IM0022091,4,4,4,0.754302676,incident,KM0000767,3.0,2013-12-16 16:15:00,2013-12-17 14:32:00,2013-12-17 14:33:00,8785833333,User error,1.0,SD0065306,0.0,0.0,0,0,0
21855,WBA000133,application,Web Based Application,WBS000073,IM0022092,4,4,4,0.936305574,incident,KM0000734,0.0,2013-12-16 16:23:00,2013-12-17 07:41:00,2013-12-17 07:41:00,1805555556,Software,1.0,SD0065298,0.0,0.0,0,0,0
21856,SBA000054,application,Server Based Application,WBS000013,IM0022093,5,5,5,0.830729368,request for information,KM0000055,3.0,2013-12-16 16:40:00,2013-12-24 09:29:00,2013-12-24 09:29:00,5490416667,Operator error,2.0,#MULTIVALUE,0.0,0.0,0,0,0
21857,WBA000058,application,Web Based Application,WBS000073,IM0022094,4,4,4,0.282794651,incident,KM0002043,0.0,2013-12-16 16:44:00,2013-12-16 17:02:00,2013-12-16 17:02:00,29,Software,1.0,SD0065318,0.0,0.0,0,0,0
21858,WBA000147,application,Web Based Application,WBS000237,IM0022095,4,4,4,0.188726874,incident,KM0002136,0.0,2013-12-16 16:45:00,2013-12-17 14:53:00,2013-12-17 14:53:00,8636666667,Software,1.0,SD0065319,0.0,0.0,0,0,0
21859,CBD000409,computer,Banking Device,WBS000146,IM0022096,4,4,4,0.784855892,incident,KM0000274,0.0,2013-12-16 16:47:00,2013-10-10 12:53:00,2013-12-19 16:13:00,3092277778,Other,1.0,SD0065321,0.0,0.0,0,0,2
21860,SBA000017,application,Server Based Application,WBS000099,IM0022097,3,3,3,0.51655871,incident,KM0000480,0.0,2013-12-16 17:52:00,2013-10-10 12:53:00,2013-12-16 17:55:00,58888889,User error,1.0,SD0065330,0.0,0.0,0,0,0
21861,SBA000017,application,Server Based Application,WBS000099,IM0022098,3,3,3,0.13681836,incident,KM0000480,0.0,2013-12-16 17:58:00,2013-10-10 12:53:00,2013-12-16 18:01:00,18333333,User error,1.0,SD0065332,0.0,0.0,0,0,0
21862,LAP001837,computer,Laptop,WBS000091,IM0022099,5,5,5,0.420494339,incident,KM0001447,0.0,2013-12-17 08:24:00,2013-12-23 11:54:00,2013-12-23 11:55:00,4551222222,Hardware,1.0,SD0065340,0.0,0.0,0,0,1
21863,DTA000577,application,Desktop Application,WBS000135,IM0022100,4,4,4,0.54462399,incident,KM0001251,7.0,2013-12-17 08:34:00,2013-12-30 09:05:00,2013-12-30 09:05:00,4571666667,Software,2.0,#MULTIVALUE,0.0,0.0,0,0,0
21864,SBA000263,application,Server Based Application,WBS000072,IM0022101,4,4,4,0.48328252,incident,KM0000645,2.0,2013-12-17 08:38:00,2013-12-17 11:45:00,2013-12-17 11:45:00,3108888889,Other,1.0,SD0065347,0.0,0.0,0,0,0
21865,CNT000004,storage,Controller,WBS000182,IM0022102,3,3,3,0.277223951,incident,KM0001141,0.0,2013-12-17 08:47:00,2013-12-17 13:55:00,2013-12-17 13:55:00,450833333,Hardware,1.0,SD0065352,0.0,0.0,0,0,6
21866,CBA000014,application,Client Based Application,WBS000073,IM0022103,5,5,5,0.209512107,incident,KM0001707,3.0,2013-12-17 08:54:00,2013-12-19 11:25:00,2013-12-19 11:25:00,2350805556,Software,1.0,SD0065353,0.0,0.0,0,0,0
21867,CBD001192,computer,Banking Device,WBS000146,IM0022104,2,2,2,0.34588552,incident,KM0000491,0.0,2013-12-17 08:58:00,2013-10-10 12:53:00,2013-12-17 13:33:00,4591388889,Other,1.0,SD0065355,0.0,0.0,0,0,2
21868,WBA000144,application,Web Based Application,WBS000318,IM0022105,4,4,4,0.154240331,incident,KM0001401,2.0,2013-12-17 09:12:00,2013-12-17 14:43:00,2013-12-17 14:44:00,5524722222,Data,1.0,SD0065590,0.0,0.0,0,0,0
21869,DTA000033,application,Desktop Application,WBS000234,IM0022106,5,4,4,0.047970185,incident,KM0001093,4.0,2013-12-17 09:16:00,2013-12-20 09:00:00,2013-12-20 09:01:00,3125472222,Data,1.0,SD0065594,0.0,0.0,0,0,0
21870,DTA000057,application,Desktop Application,WBS000094,IM0022107,4,4,4,0.582450729,request for information,KM0002095,0.0,2013-12-17 09:22:00,2013-12-17 10:31:00,2013-12-17 10:31:00,1163055556,No error - works as designed,1.0,SD0065588,0.0,0.0,0,0,0
21871,SBA000284,application,Server Based Application,WBS000077,IM0022108,3,3,3,0.854386526,incident,KM0000232,1.0,2013-12-17 09:35:00,2013-12-17 11:46:00,2013-12-17 11:46:00,2180277778,Other,1.0,SD0065592,0.0,0.0,0,0,0
21872,CBD000448,computer,Banking Device,WBS000146,IM0022109,2,2,2,0.457220052,incident,KM0000274,0.0,2013-12-17 09:37:00,2013-10-10 12:53:00,2013-12-17 12:41:00,3060833333,Other,1.0,SD0065607,0.0,0.0,0,0,2
21873,SBA000649,application,Server Based Application,WBS000140,IM0022110,5,5,5,0.722382447,incident,KM0000614,0.0,2013-12-17 09:46:00,2013-12-17 14:53:00,2013-12-17 14:53:00,5120277778,No error - works as designed,1.0,SD0065609,0.0,0.0,0,0,0
21874,LAP000017,computer,Laptop,WBS000091,IM0022111,5,5,5,0.858033575,incident,KM0001447,0.0,2013-12-17 09:47:00,2013-12-23 13:17:00,2013-12-23 13:17:00,4550027778,Hardware,1.0,SD0065611,0.0,0.0,0,0,1
21875,WBA000058,application,Web Based Application,WBS000073,IM0022112,4,4,4,0.035224856,incident,KM0002043,0.0,2013-12-17 09:53:00,2013-12-17 10:26:00,2013-12-17 10:26:00,551388889,Software,1.0,SD0065616,0.0,0.0,0,0,0
21876,SBA000607,application,Server Based Application,WBS000263,IM0022113,4,4,4,0.578615795,incident,KM0001106,9.0,2013-12-17 10:00:00,2013-12-24 09:50:00,2013-12-24 09:50:00,4245361111,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
21877,SBA000607,application,Server Based Application,WBS000263,IM0022114,4,4,4,0.78895722,incident,KM0001106,1.0,2013-12-17 10:02:00,2013-12-17 14:57:00,2013-12-17 14:57:00,4903888889,Other,1.0,SD0065625,0.0,0.0,0,0,0
21878,WBA000022,application,Web Based Application,WBS000025,IM0022115,5,5,5,0.9035578,request for information,KM0001569,3.0,2013-12-17 10:12:00,2013-12-19 10:36:00,2013-12-19 10:36:00,2139444444,Other,1.0,SD0065631,0.0,0.0,0,0,0
21879,DTA000031,application,Desktop Application,WBS000111,IM0022116,5,5,5,0.594946663,incident,KM0002029,2.0,2013-12-17 10:14:00,2013-12-18 09:12:00,2013-12-18 10:26:00,107075,Hardware,1.0,SD0065630,0.0,0.0,0,0,0
21880,SBA000263,application,Server Based Application,WBS000072,IM0022117,5,5,5,0.950797515,request for information,KM0001115,2.0,2013-12-17 10:16:00,2013-12-18 14:44:00,2013-12-18 14:44:00,1497,Other,1.0,SD0065634,0.0,0.0,0,0,0
21881,CBD001214,computer,Banking Device,WBS000146,IM0022118,4,4,4,0.732401287,incident,KM0000274,0.0,2013-12-17 10:18:00,2013-10-10 12:53:00,2013-12-17 12:56:00,2635555556,Other,1.0,SD0065635,0.0,0.0,0,0,2
21882,SBA000607,application,Server Based Application,WBS000263,IM0022119,4,4,4,0.193022657,incident,KM0001106,1.0,2013-12-17 10:22:00,2013-12-17 15:24:00,2013-12-17 15:25:00,5038888889,Other,1.0,SD0065637,0.0,0.0,0,0,0
21883,SUB000443,subapplication,Web Based Application,WBS000125,IM0022120,4,4,4,0.353814425,incident,KM0000985,0.0,2013-12-17 10:24:00,2013-12-17 13:39:00,2013-12-17 13:39:00,1833333333,Other,1.0,SD0065628,0.0,0.0,0,0,0
21884,SUB000456,subapplication,Web Based Application,WBS000073,IM0022121,4,4,4,0.910758481,incident,KM0000751,0.0,2013-12-16 16:07:00,2013-12-16 16:44:00,2013-12-16 16:44:00,615277778,Software,1.0,SD0065360,0.0,0.0,0,0,0
21885,SBA000317,application,Server Based Application,WBS000048,IM0022122,5,5,5,0.742611978,incident,KM0000310,0.0,2013-12-16 16:10:00,2013-12-18 09:23:00,2013-12-18 09:24:00,2764722222,Unknown,1.0,SD0065363,0.0,0.0,0,0,0
21886,WSR000180,computer,Windows Server,WBS000097,IM0022123,4,5,4,0.684826699,request for information,KM0001166,0.0,2013-12-16 16:15:00,2013-12-16 17:10:00,2013-12-16 17:11:00,935833333,Data,1.0,SD0065362,0.0,0.0,0,0,7
21887,SBA000451,application,Server Based Application,WBS000073,IM0022124,4,4,4,0.745339188,incident,KM0002044,0.0,2013-12-16 16:19:00,2013-12-17 07:50:00,2013-12-17 07:50:00,2010555556,Software,1.0,SD0065371,0.0,0.0,0,0,0
21888,WBA000103,application,Web Based Application,WBS000073,IM0022125,4,4,4,0.166676384,incident,KM0001624,0.0,2013-12-16 16:30:00,2013-12-16 16:47:00,2013-12-16 16:47:00,278333333,Software,1.0,SD0065370,0.0,0.0,0,0,0
21889,WBA000103,application,Web Based Application,WBS000073,IM0022126,4,4,4,0.858867733,incident,KM0001624,0.0,2013-12-16 16:30:00,2013-12-16 16:49:00,2013-12-16 16:49:00,305277778,Software,1.0,SD0065378,0.0,0.0,0,0,0
21890,WBA000103,application,Web Based Application,WBS000073,IM0022127,4,4,4,0.951247384,incident,KM0001624,0.0,2013-12-16 16:31:00,2013-12-16 16:50:00,2013-12-16 16:50:00,327222222,Software,1.0,SD0065379,0.0,0.0,0,0,0
21891,WBA000103,application,Web Based Application,WBS000073,IM0022128,4,4,4,0.277823077,incident,KM0001624,0.0,2013-12-16 16:31:00,2013-12-17 09:20:00,2013-12-17 09:20:00,3319722222,No error - works as designed,1.0,SD0065380,0.0,0.0,0,0,0
21892,DTA000011,application,Desktop Application,WBS000089,IM0022129,4,4,4,0.899494945,incident,KM0000092,1.0,2013-12-16 16:57:00,2013-12-17 13:01:00,2013-12-17 13:01:00,6161388889,Software,1.0,SD0065386,0.0,0.0,0,0,0
21893,DTA000591,application,Desktop Application,WBS000092,IM0022130,5,5,5,0.855639605,request for information,KM0000469,0.0,2013-12-16 17:02:00,2013-12-17 12:37:00,2013-12-17 12:37:00,6095555556,Other,1.0,SD0065389,0.0,0.0,0,0,0
21894,DTA000302,application,Desktop Application,WBS000092,IM0022131,3,3,3,0.084769522,incident,KM0001764,0.0,2013-12-16 17:33:00,2013-12-17 13:00:00,2013-12-17 13:00:00,5950277778,Software,1.0,SD0065392,0.0,0.0,0,0,0
21895,WBA000058,application,Web Based Application,WBS000073,IM0022132,4,4,4,0.902326828,incident,KM0002043,0.0,2013-12-16 17:47:00,2013-12-17 07:39:00,2013-12-17 07:39:00,369722222,Other,1.0,SD0065394,0.0,0.0,0,0,0
21896,SBA000039,application,Server Based Application,WBS000123,IM0022133,3,3,3,0.792226787,incident,KM0002185,0.0,2013-12-17 02:14:00,2013-12-31 09:13:00,2013-12-31 09:13:00,8572027778,Other,1.0,SD0065396,0.0,0.0,0,0,0
21897,SBA000263,application,Server Based Application,WBS000072,IM0022134,5,5,5,0.868383654,request for information,KM0001113,6.0,2013-12-17 07:50:00,2013-12-19 14:43:00,2013-12-19 14:44:00,1491888889,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
21898,SBA000263,application,Server Based Application,WBS000072,IM0022135,5,5,5,0.509455096,request for information,KM0001114,0.0,2013-12-17 07:56:00,2014-01-13 15:46:00,2014-01-13 15:46:00,2641111111,Other,1.0,SD0065400,0.0,0.0,0,0,0
21899,SBA000263,application,Server Based Application,WBS000072,IM0022136,5,5,5,0.37128962,request for information,KM0001114,0.0,2013-12-17 08:06:00,2013-12-18 08:28:00,2013-12-18 08:28:00,33888889,Other,1.0,SD0065402,0.0,0.0,0,0,0
21900,SBA000263,application,Server Based Application,WBS000072,IM0022137,5,5,5,0.21196284,request for information,KM0001110,2.0,2013-12-17 08:19:00,2013-12-24 13:51:00,2013-12-24 13:51:00,5803833333,Other,1.0,SD0065407,0.0,0.0,0,0,0
21901,SBA000607,application,Server Based Application,WBS000263,IM0022138,4,4,4,0.394452273,incident,KM0001106,1.0,2013-12-17 08:20:00,2013-12-17 11:51:00,2013-12-17 11:52:00,3536944444,Other,1.0,SD0065406,0.0,0.0,0,0,0
21902,SAP000004,application,SAP,WBS000271,IM0022139,5,5,5,0.261239403,request for information,KM0001265,0.0,2013-12-17 08:29:00,2013-12-17 09:32:00,2013-12-17 09:32:00,1046944444,Other,1.0,SD0065409,0.0,0.0,0,0,0
21903,CBA000018,application,Client Based Application,WBS000251,IM0022140,4,4,4,0.338526933,incident,KM0000655,2.0,2013-12-17 08:39:00,2013-12-17 10:13:00,2013-12-17 10:14:00,1579722222,Other,1.0,SD0065413,0.0,0.0,0,0,0
21904,SBA000834,application,Server Based Application,WBS000223,IM0022141,4,4,4,0.502943795,incident,KM0001308,0.0,2013-12-17 08:42:00,2013-12-17 08:49:00,2013-12-17 08:49:00,118055556,Software,1.0,SD0065415,0.0,0.0,0,0,0
21905,SBA000607,application,Server Based Application,WBS000263,IM0022142,5,5,5,0.42970991,incident,KM0001106,1.0,2013-12-17 08:45:00,2013-12-20 13:28:00,2013-12-20 13:28:00,3621805556,Other,1.0,SD0065419,0.0,0.0,0,0,0
21906,SBA000607,application,Server Based Application,WBS000263,IM0022143,5,5,5,0.310714736,incident,KM0001106,3.0,2013-12-17 08:50:00,2013-12-23 10:13:00,2013-12-23 10:13:00,7334444444,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
21907,WBA000145,application,Web Based Application,WBS000318,IM0022144,5,5,5,0.636597596,incident,KM0001362,0.0,2013-12-17 08:51:00,2013-12-20 15:22:00,2013-12-20 15:23:00,3803861111,Other,1.0,SD0065417,0.0,0.0,0,0,0
21908,SBA000607,application,Server Based Application,WBS000263,IM0022145,5,5,5,0.37601432,incident,KM0001106,3.0,2013-12-17 08:53:00,2013-12-19 09:20:00,2013-12-19 09:20:00,214525,Other,1.0,SD0065423,0.0,0.0,0,0,0
21909,SBA000462,application,Server Based Application,WBS000073,IM0022146,4,4,4,0.686615733,incident,KM0001364,0.0,2013-12-17 08:55:00,2013-12-17 09:36:00,2013-12-17 09:36:00,688055556,Software,1.0,SD0065425,0.0,0.0,0,0,0
21910,SBA000609,application,Server Based Application,WBS000263,IM0022147,5,5,5,0.315737192,request for information,KM0001825,4.0,2013-12-17 08:57:00,2013-12-20 11:18:00,2013-12-20 11:18:00,3364861111,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
21911,SBA000659,application,Server Based Application,WBS000128,IM0022148,4,4,4,0.819261237,incident,KM0002059,0.0,2013-12-17 08:59:00,2013-12-17 10:08:00,2013-12-17 10:08:00,1155833333,Other,1.0,SD0065428,0.0,0.0,0,0,0
21912,WBA000058,application,Web Based Application,WBS000073,IM0022149,4,4,4,0.223909717,incident,KM0002043,0.0,2013-12-17 09:05:00,2013-12-17 09:29:00,2013-12-17 09:29:00,388611111,Software,1.0,SD0065430,0.0,0.0,0,0,0
21913,SUB000081,subapplication,Server Based Application,WBS000125,IM0022150,5,5,5,0.369285276,incident,KM0001818,1.0,2013-12-17 09:11:00,2013-12-20 10:29:00,2013-12-20 10:29:00,3279861111,Other,1.0,SD0065666,0.0,0.0,0,0,0
21914,SUB000512,subapplication,Web Based Application,WBS000073,IM0022151,5,5,5,0.898004436,incident,KM0000812,1.0,2013-12-17 09:16:00,2014-01-07 14:24:00,2014-01-07 14:24:00,154,No error - works as designed,1.0,SD0065429,0.0,0.0,0,0,0
21915,SUB000113,subapplication,Server Based Application,WBS000095,IM0022153,5,5,5,0.291290151,request for information,KM0000226,0.0,2013-12-17 09:20:00,2013-12-17 10:04:00,2013-12-17 10:05:00,744444444,Data,1.0,SD0065673,0.0,0.0,0,0,0
21916,LAP000002,computer,Laptop,WBS000091,IM0022154,4,4,4,0.755873324,incident,KM0002009,0.0,2013-12-17 09:20:00,2013-12-17 13:48:00,2013-12-17 13:49:00,4475,Other,1.0,SD0065670,0.0,0.0,0,0,1
21917,SBA000054,application,Server Based Application,WBS000013,IM0022155,5,5,5,0.899913948,request for information,KM0000054,0.0,2013-12-17 09:37:00,2013-12-17 09:56:00,2013-12-17 09:56:00,324166667,User manual not used,1.0,SD0065683,0.0,0.0,0,0,0
